Pot,Cur
-1.25914,3.129087049
-1.25405,3.074734607
-1.24917,3.13418259
-1.24403,3.062703468
-1.23926,3.042038217
-1.23431,3.096249115
-1.22918,3.072328379
-1.22395,3.020240623
-1.21927,3.016418967
-1.21415,3.008775655
-1.20917,3.029865534
-1.20431,3.000849257
-1.19929,2.956404812
-1.19423,2.956970984
-1.18929,3.016277424
-1.18441,3.006935598
-1.17939,2.952441614
-1.17427,2.97990092
-1.16929,2.998584572
-1.16434,2.985704176
-1.15919,2.989808917
-1.15419,2.975654636
-1.1492,3.032696391
-1.14407,2.988818117
-1.13922,2.996178344
-1.13425,2.995753715
-1.1293,2.963198868
-1.12415,3.008067941
-1.11926,3.042604388
-1.11423,3.030007077
-1.1092,3.036801132
-1.10428,3.097664544
-1.0993,3.082661005
-1.09434,3.15881104
-1.08933,3.150318471
-1.08432,3.143949045
-1.07936,3.221514508
-1.07429,3.220806794
-1.06933,3.264260439
-1.06417,3.300920028
-1.05921,3.334041047
-1.05419,3.381882519
-1.04899,3.376079264
-1.04417,3.462278839
-1.03905,3.432271762
-1.03404,3.482236377
-1.02928,3.484784147
-1.02417,3.485774947
-1.01909,3.511394197
-1.01416,3.502760085
-1.00905,3.506581741
-1.0043,3.451946214
-0.99933,3.508280255
-0.99447,3.498938429
-0.98941,3.492569002
-0.98441,3.492427459
-0.97955,3.51153574
-0.97453,3.518895966
-0.96943,3.481811748
-0.96455,3.470063694
-0.95945,3.453220099
-0.95458,3.482236377
-0.94956,3.491861288
-0.94474,3.486907289
-0.93967,3.497664544
-0.93464,3.476433121
-0.92956,3.493418259
-0.92453,3.447558386
-0.91957,3.47388535
-0.9144,3.483510262
-0.90951,3.513092711
-0.9044,3.48846426
-0.89943,3.489030432
-0.89438,3.518895966
-0.88945,3.535314933
-0.88457,3.505449398
-0.87943,3.534041047
-0.87452,3.584147205
-0.86955,3.575796178
-0.86445,3.586553432
-0.85942,3.596602972
-0.85448,3.61656051
-0.84966,3.650672328
-0.8446,3.646567587
-0.83947,3.669639066
-0.83458,3.677282378
-0.82955,3.721302194
-0.82461,3.76532201
-0.81973,3.86482661
-0.81441,3.820240623
-0.80928,3.838075018
-0.80433,3.921726822
-0.79935,3.919886766
-0.79421,3.938287332
-0.78929,3.957254069
-0.78429,3.944656759
-0.77927,4.028308563
-0.77433,4.037225761
-0.76916,4.009341826
-0.76411,4.071620665
-0.75915,4.047841472
-0.75418,4.118188252
-0.74912,4.103892427
-0.74422,4.12158528
-0.73921,4.136022647
-0.7341,4.181740977
-0.72925,4.176645435
-0.72417,4.180750177
-0.7193,4.191224345
-0.71413,4.25576787
-0.70916,4.239348903
-0.70409,4.299929229
-0.69902,4.310403397
-0.69393,4.336022647
-0.68905,4.386694975
-0.6841,4.419249823
-0.67901,4.403113942
-0.67382,4.441896674
-0.66891,4.491012031
-0.66393,4.556970984
-0.65886,4.555555556
-0.65389,4.608067941
-0.64889,4.663128096
-0.64391,4.651521585
-0.63891,4.724840764
-0.63408,4.742675159
-0.62888,4.744656759
-0.62395,4.776928521
-0.61882,4.804387827
-0.61379,4.856758669
-0.6092,4.822080679
